"Ключ формулы","Формула","Подгруппа материалов","Деловой партнер","""Действительно с"" - метка врем. объекта","Метка времени ""Действительно по""","Дата создания","Неактивна","Тип цены","ВалютаДокумента","Материал","client_id","client_name"
"Z900025455","RND_X ( ( ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + R - T ) * D ) , 2 ) * VAT * X + ( ( P / O + 37000 ) * Y ) * D1 * VAT","","11253","2013-09-30 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","A1","RUB","1602311","CL-10021","Клиент 021"
"Z900025456","RND_X ( ( ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + R - T ) * D ) , 2 ) * X + ( ( P / O + 40000 ) * Y ) * VAT + T * VAT","","11253","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","A1","RUB","1203330","CL-10021","Клиент 021"
"Z900025458","( A * K * USD ) * 22","","347782","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","A1","RUB","1566699","CL-10495","Клиент 495"
"Z900025467","C","","78036","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","2","RUB","953780","CL-10588","Клиент 588"
"Z900025474","SPOT * A + L","","50632","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","A1","RUB","1182577","CL-10537","Клиент 537"
"Z900025530","MIN ( ( ( K2 * D * D1 * D2 * D3 ) - A ) , ( SPOT * F ) ) + C","","234216","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","A1","RUB","1182578","CL-10251","Клиент 251"
"Z900025601","C","","328007","2025-11-24 00:00:00","2028-12-31 00:00:00","2025-12-29 00:00:00","","A1","RUB","885093","CL-10446","Клиент 446"
"Z900025602","( DEL_CHINA_E_04 / K1 + K2 ) * K$ * A","","135178","2026-01-01 00:00:00","2027-02-28 00:00:00","2025-12-29 00:00:00","","A1","RUB","716979","CL-10090","Клиент 090"
"Z900025610","SPOT * DISCOUNT + L","","133756","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","A1","RUB","1188977","CL-10086","Клиент 086"
"Z900025614","SPOT * DISCOUNT + L","","296566","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","A1","RUB","1188977","CL-10361","Клиент 361"
"Z900025624","( MEG_CFR_CHINA + H ) * K * A - T","","270425","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","A1","RUB","991831","CL-10301","Клиент 301"
"Z900025625","025 * MOS_MZT","","230710","2025-12-01 00:00:00","2026-11-30 00:00:00","2025-12-29 00:00:00","","A1","RUB","1184726","CL-10246","Клиент 246"
"Z900025642","( ( STYRENE_CHINA + K1 ) * USD_RATE * TAX )","","158432","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","A1","RUB","210919","CL-10157","Клиент 157"
"Z900025643","( ( STYRENE_CHINA + K1 ) * USD_RATE * TAX )","","135178","2026-01-01 00:00:00","2027-02-28 00:00:00","2025-12-29 00:00:00","","A1","RUB","210919","CL-10090","Клиент 090"
"Z900025644","( ( STYRENE_CHINA + K1 ) * USD_RATE * TAX )","","166410","2026-01-01 00:00:00","2027-02-28 00:00:00","2025-12-29 00:00:00","","A1","RUB","210919","CL-10183","Клиент 183"
"Z900025648","( ( CFR - L1 ) * KP + L2 ) * K * A","","939","2026-02-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","A1","RUB","1599543","CL-10611","Клиент 611"
"Z900025649","( ( ( ICIS - D ) * AG + F ) * D1 * CD * CUR_$ + T ) * VAT","","9999","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","1","RUB","721362","CL-10621","Клиент 621"
"Z900025651","( ( ( ( ICIS - D ) * AG + F ) * D1 * CD * CUR_$ + T ) * X + ( ( P / O + 40000 ) * Y ) ) * VAT","","9999","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","1","RUB","1203330","CL-10621","Клиент 621"
"Z900025653","( ( ( ( ICIS - D ) * AG + F ) * D1 * CD * CUR_$ + T ) * X + ( ( P / O + 37000 ) * Y ) ) * VAT","","9999","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","1","RUB","1602311","CL-10621","Клиент 621"
"Z900025655","( ( ( ( ICIS - D ) * AG + F ) * D1 * CD * CUR_$ + T ) * X + ( ( P / O + 40000 ) * Y ) ) * VAT","","9999","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","1","RUB","1596835","CL-10621","Клиент 621"
"Z900025668","( CONTR_FD_NWE_16 + PR ) * CUR_€","MT00000032","11646","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","1","RUB","","CL-10031","Клиент 031"
"Z900025669","( CONTR_FD_NWE_16 + PR ) * CUR_€","","11646","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-29 00:00:00","","1","RUB","1198246","CL-10031","Клиент 031"
"Z900025671","RND_X ( ( SPOT_FOB_CHINA_01 * D * AG + F ) * CD * CUR_$ + T + T1 , 2 ) * VAT","","307232","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","721362","CL-10412","Клиент 412"
"Z900025677","RND_X ( RND_X ( ( SPOT_FOB_CHINA_01 * AG * D + F ) * CD * CUR_$ + T , 2 ) * X + ( ( P / O + 40000 ) * Y * D2 ) + T1 , 2 ) * VAT","","307232","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","1203330","CL-10412","Клиент 412"
"Z900025702","( ( STYRENE_CHINA + K1 ) * USD_RATE * TAX )","","11603","2026-01-01 00:00:00","2028-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","210919","CL-10030","Клиент 030"
"Z900025704","( ( ( STYRENE_CHINA - P ) * USD_RATE * KV - P2 ) * TAX )","","11603","2026-01-01 00:00:00","2028-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","953779","CL-10030","Клиент 030"
"Z900025741","M","","70440","2026-01-01 12:14:40","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","1058832","CL-10575","Клиент 575"
"Z900025745","( MEG_CFR_CHINA + W ) * K - A + T","","28429","2025-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","991831","CL-10329","Клиент 329"
"Z900025747","EXW_CFD_34 * F","","296728","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","214209","CL-10367","Клиент 367"
"Z900025749","( ( S * IB ) * K ) * A","","14386","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","953780","CL-10114","Клиент 114"
"Z900025754","( DEG + H ) * E * F","","139963","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","991884","CL-10099","Клиент 099"
"Z900025755","( ( C / O + L1 ) * ( 1 + P ) + L2 ) * K * PK - L3","","316825","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","1","RUB","1188977","CL-10426","Клиент 426"
"Z900025761","SPOT * DISCOUNT + L","","158984","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","1188977","CL-10159","Клиент 159"
"Z900025763","IF ( ( ( ( 05 * ( Q + F + L ) ) + ( 05 * ( 09 * Q1 + F1 + L1 ) ) ) * X ) * CUR_$ * N > ETPRICE - D1 , ETPRICE - D1 , IF ( ( ( ( 05 * ( Q + F + L ) ) + ( 05 * ( 09 * Q1 + F1 + L1 ) ) ) * X ) * CUR_$ * N < ETPRICE - D2 , ETPRICE - D2 , ( ( ( 05 * ( Q + F +","","152642","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","430605","CL-10136","Клиент 136"
"Z900025770","IF ( ( ( ( 05 * ( Q + F + L ) ) + ( 05 * ( 09 * Q1 + F1 + L1 ) ) ) * X ) * CUR_$ * N > ETPRICE - D1 , ETPRICE - D1 , IF ( ( ( ( 05 * ( Q + F + L ) ) + ( 05 * ( 09 * Q1 + F1 + L1 ) ) ) * X ) * CUR_$ * N < ETPRICE - D2 , ETPRICE - D2 , ( ( ( 05 * ( Q + F +","","152642","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","430604","CL-10136","Клиент 136"
"Z900025774","IF ( ( ( ( 05 * ( Q + F + L ) ) + ( 05 * ( 09 * Q1 + F1 + L1 ) ) ) * X ) * CUR_$ * N > ETPRICE - D1 , ETPRICE - D1 , IF ( ( ( ( 05 * ( Q + F + L ) ) + ( 05 * ( 09 * Q1 + F1 + L1 ) ) ) * X ) * CUR_$ * N < ETPRICE - D2 , ETPRICE - D2 , ( ( ( 05 * ( Q + F +","","152642","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","430607","CL-10136","Клиент 136"
"Z900025787","( ( ( ( ( SPOT_FOB_CHINA_01 * M ) * R + F ) * CD * K + T ) * KC ) * VAT )","","268959","2026-01-01 00:00:00","2026-12-31 00:00:00","2025-12-30 00:00:00","","A1","RUB","179985","CL-10295","Клиент 295"
"Z900025798","( ( SPOT_FOB_CHINA_01 * M + F ) * CD * K + T ) * KC * VAT","","285028","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-04 00:00:00","","A1","RUB","179985","CL-10330","Клиент 330"
"Z900025801","RND_X ( ( ( CONTR_FD_NWE_16 + P ) * CUR_€ ) , D ) * NDS","MT00000032","9923","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-10 00:00:00","","2","RUB","","CL-10618","Клиент 618"
"Z900025805","RND_X ( ( ( 0_7 * BDE + 0_3 * STY + PR ) * CUR_€ ) - N ) * NDS","MT00000036","9923","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-10 00:00:00","","2","RUB","","CL-10618","Клиент 618"
"Z900025808","RND_X ( ( ( TSR20 + 100 ) * CUR_$ ) + N ) * NDS","","9923","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-10 00:00:00","","A1","RUB","1183048","CL-10618","Клиент 618"
"Z900025811","RND_X ( ( ( CONTR_FD_NWE_16 + P ) * CUR_€ ) )","MT00000032","328756","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-10 00:00:00","","A1","RUB","","CL-10450","Клиент 450"
"Z900025814","RND_X ( BUTADIENE * CUR_€ + P * CUR_€ )","","223407","2025-12-30 00:00:00","2026-12-31 00:00:00","2026-01-10 00:00:00","","A1","RUB","1050010","CL-10238","Клиент 238"
"Z900025837","SPOT * S + L","","346236","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-12 00:00:00","","A1","RUB","1188977","CL-10489","Клиент 489"
"Z900025840","X - Y","","344578","2018-12-06 00:00:00","2026-12-31 00:00:00","2026-01-12 00:00:00","","A1","RUB","1568114","CL-10487","Клиент 487"
"Z900025867","MIN ( ( ( K2 * D * D1 * D2 * D3 ) - A ) , ( SPOT * C ) )","","234216","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-12 00:00:00","","A1","RUB","1182568","CL-10251","Клиент 251"
"Z900025890","( EXW_CFD_34 * A ) + T","","30422","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-01-12 00:00:00","","A1","RUB","214209","CL-10404","Клиент 404"
"Z900025892","MAX ( ( ( ( ( K2 * D * D1 * D2 * D3 ) - A ) + C ) ) , ( ( SPOT * F ) ) + C )","","234216","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-12 00:00:00","","A1","RUB","1182577","CL-10251","Клиент 251"
"Z900025917","RND_X ( ( DOTP * DISCOUNT + F ) * IMPORT_TAXES * USD_RATE + L + M , 2 ) * TAX","MT00050001","243003","2026-01-01 00:00:00","2027-04-30 00:00:00","2026-01-13 00:00:00","","A1","RUB","","CL-10265","Клиент 265"
"Z900025923","Y / K * NDS","","15898","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-13 00:00:00","","A1","RUB","1568114","CL-10158","Клиент 158"
"Z900025945","( RND_X ( ( ( ( A + CONTR_FD_NWE_16 ) * CUR_€ + B ) * K ) , D ) ) * NDS","","167240","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-13 00:00:00","","A1","RUB","1050010","CL-10186","Клиент 186"
"Z900025946","( RND_X ( ( ( A * CONTR_FD_NWE_16 + B * CONTR_FOB_ARA_01 + C * ( D * BRG_FOB_RDAM_07 / CUR_€_$_ECB + EUR ) + PR ) * CUR_€ ) , O ) + F ) * NDS","","167240","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-13 00:00:00","","A1","RUB","1209656","CL-10186","Клиент 186"
"Z900025949","ENIP_RUS_DTL + A","","296874","2026-01-01 00:00:00","2026-06-30 00:00:00","2026-01-13 00:00:00","","A1","RUB","1182308","CL-10372","Клиент 372"
"Z900025953","ENIP_RUS_DTL + A","","143202","2026-04-01 00:00:00","2026-06-30 00:00:00","2026-01-13 00:00:00","","A1","RUB","1182308","CL-10110","Клиент 110"
"Z900025954","G / K * NDS","","167262","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-13 00:00:00","","A1","RUB","1005980","CL-10187","Клиент 187"
"Z900025977","( CONTR_FD_NWE_16 + FEE ) * CUR_€ * VAT","MT00000032","17293","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-13 00:00:00","","1","RUB","","CL-10207","Клиент 207"
"Z900025991","D","","2590","2025-02-01 00:00:00","2027-02-28 00:00:00","2026-01-14 00:00:00","","A1","RUB","777801","CL-10272","Клиент 272"
"Z900026032","Y / K * NDS","","1793","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-15 00:00:00","","A1","RUB","1409812","CL-10222","Клиент 222"
"Z900026033","Y / K * NDS","","1793","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-15 00:00:00","","A1","RUB","1568114","CL-10222","Клиент 222"
"Z900026053","ENIP + A","","35328","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-15 00:00:00","","A1","RUB","1492358","CL-10509","Клиент 509"
"Z900026054","D","","2590","2025-02-01 00:00:00","2027-02-28 00:00:00","2026-01-15 00:00:00","","A1","RUB","777801","CL-10272","Клиент 272"
"Z900026072","DEG * T","","17787","2023-03-10 00:00:00","2026-12-31 00:00:00","2026-01-15 00:00:00","","A1","RUB","991884","CL-10220","Клиент 220"
"Z900026075","K1 * D","MT0002006","67444","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-15 00:00:00","","1","RUB","","CL-10570","Клиент 570"
"Z900026076","( MEG + D ) * K * A - R","","17787","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-15 00:00:00","","A1","RUB","991831","CL-10220","Клиент 220"
"Z900026093","( ( DOP * DISCOUNT + F ) * IMPORT_TAXES * USD_RATE + L + T ) * TAX","MT00050001","170412","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-16 00:00:00","","A1","RUB","","CL-10197","Клиент 197"
"Z900026118","( ( ( ( DOTP * DISCOUNT + F ) * IMPORT_TAXES * USD_RATE + L + M ) * S ) * TAX )","","243003","2026-01-01 00:00:00","2027-04-30 00:00:00","2026-01-16 00:00:00","","A1","RUB","1236284","CL-10265","Клиент 265"
"Z900026124","RND_X ( ( DOP * DISCOUNT + 130_ ) * I * USD_RATE + T , 2 ) * TAX","MT00050001","28411","2026-01-12 00:00:00","2026-12-31 00:00:00","2026-01-16 00:00:00","","1","RUB","","CL-10327","Клиент 327"
"Z900026126","K * VAT","","262415","2025-03-21 00:00:00","2028-03-31 00:00:00","2026-01-16 00:00:00","","A1","RUB","953780","CL-10279","Клиент 279"
"Z900026136","SPOT * A","","67444","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-16 00:00:00","","A1","RUB","1184713","CL-10570","Клиент 570"
"Z900026145","( ( ( A * Q * ( K + B ) + C + D + E + G + F ) * ( K + H ) / ( K + T ) / Q - ( D + E + O + G ) ) * CUR_$_₱_M * NDS )","MT00000108","17543","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-16 00:00:00","","A1","RUB","","CL-10212","Клиент 212"
"Z900026152","SPOT * A","","67444","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-16 00:00:00","","A1","RUB","1350176","CL-10570","Клиент 570"
"Z900026155","SPOT * A","","67444","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-16 00:00:00","","A1","RUB","1184716","CL-10570","Клиент 570"
"Z900026156","( ( C / O + L1 ) * ( 1 + P ) + L2 ) * K * PK - L3","","307054","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-16 00:00:00","","1","RUB","1188977","CL-10410","Клиент 410"
"Z900026160","( ( DISCOUNT * CONTR_FD_NWE_16 + DISCOUNT1 * CONTR_FD_NWE_17 ) * CUR_€ * VAT + FREE * CUR_€ * VAT ) * K","","12063","2024-06-01 00:00:00","2026-12-31 00:00:00","2026-01-18 00:00:00","","1","RUB","325472","CL-10049","Клиент 049"
"Z900026172","SPOT * A","","67444","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-19 00:00:00","","A1","RUB","1642992","CL-10570","Клиент 570"
"Z900026190","SPOT * A","","67444","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-19 00:00:00","","A1","RUB","1184710","CL-10570","Клиент 570"
"Z900026191","SPOT * A","","67444","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-19 00:00:00","","A1","RUB","1188977","CL-10570","Клиент 570"
"Z900026192","SPOT * A","","67444","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-19 00:00:00","","A1","RUB","1188977","CL-10570","Клиент 570"
"Z900026197","Y / K * NDS","","347072","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-19 00:00:00","","A1","RUB","1568114","CL-10493","Клиент 493"
"Z900026198","Y / K * NDS","","1793","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-19 00:00:00","","A1","RUB","1409817","CL-10222","Клиент 222"
"Z900026199","Y / K * NDS","","1793","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-19 00:00:00","","A1","RUB","1568146","CL-10222","Клиент 222"
"Z900026204","IF ( ( ( K - K * A / B ) - X + C ) < SPOT , ( ( K - K * A / B ) - X + C ) , SPOT )","","52912","2025-02-01 00:00:00","2026-12-31 00:00:00","2026-01-20 00:00:00","","A1","RUB","1182577","CL-10543","Клиент 543"
"Z900026205","IF ( ( CPT_MOSCOW_109 - X ) < SPOT , ( CPT_MOSCOW_109 - X ) , SPOT )","MT0002006","347072","2025-02-01 00:00:00","2026-12-31 00:00:00","2026-01-20 00:00:00","","A1","RUB","","CL-10493","Клиент 493"
"Z900026206","IF ( ( CPT_MOSCOW_109 - X ) < SPOT , ( CPT_MOSCOW_109 - X ) , SPOT )","","347072","2025-02-01 00:00:00","2026-12-31 00:00:00","2026-01-20 00:00:00","","A1","RUB","1182577","CL-10493","Клиент 493"
"Z900026207","RND_X ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + T , 2 ) * PK * VAT + T1 * VAT","","315345","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-20 00:00:00","","A1","RUB","721362","CL-10423","Клиент 423"
"Z900026209","RND_X ( ( RND_X ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + T , 2 ) * PK ) * X + ( ( P / O + 37000 ) * Y ) + T1 , 2 ) * VAT","","315345","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-20 00:00:00","","A1","RUB","1602311","CL-10423","Клиент 423"
"Z900026238","Y / K * NDS","","347072","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-21 00:00:00","","A1","RUB","1568146","CL-10493","Клиент 493"
"Z900026254","K1 * D","MT0002006","18039","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-22 00:00:00","","1","RUB","","CL-10223","Клиент 223"
"Z900026263","( A * Z + B * Z + PZ * K + POST * K + PR * K ) * E + TR - L","","50632","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-22 00:00:00","","A1","RUB","1188977","CL-10537","Клиент 537"
"Z900026273","RND_X ( ( ( ( SPOT_FOB_CHINA_01 * D + F ) * AG * CUR_$ * CD + T + T1 ) * D1 ) , 2 ) * VAT","","16433","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-22 00:00:00","","2","RUB","407335","CL-10176","Клиент 176"
"Z900026278","RND_X ( ( SPOT_FOB_CHINA_01 * D + F ) * CD * AG * CUR_$ + T , 2 ) * VAT * X + ( ( P / O + 40000 ) * Y ) + T1 * VAT","","16433","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-22 00:00:00","","2","RUB","1203330","CL-10176","Клиент 176"
"Z900026287","( ( ( A * Q * ( K + B ) + C + D + E + G + F ) * ( K + H ) / ( K + T ) / Q - ( D + E + O + G ) ) * CUR_$_₱_M * NDS )","MT00000108","17488","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-22 00:00:00","","A1","RUB","","CL-10211","Клиент 211"
"Z900026295","Y / K * NDS","","170412","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-22 00:00:00","","A1","RUB","1409812","CL-10197","Клиент 197"
"Z900026311","RND_X ( ( DOP * DISCOUNT + F ) * IMPORT_TAXES * USD_RATE + L + T , 2 ) * TAX","MT00050001","9122","2026-01-16 00:00:00","2027-04-30 00:00:00","2026-01-23 00:00:00","","A1","RUB","","CL-10607","Клиент 607"
"Z900026322","X","","256645","2026-02-01 00:00:00","2026-10-30 00:00:00","2026-01-23 00:00:00","","A1","RUB","977354","CL-10270","Клиент 270"
"Z900026330","( K * DOTP + F ) * C + T + A","MT00050001","269801","2026-01-01 00:00:00","2027-03-31 00:00:00","2026-01-24 00:00:00","","2","RUB","","CL-10300","Клиент 300"
"Z900026336","( ( ( ( BDE * A + C ) * CUR_€_₱_M ) * P ) - N ) * NDS","","15981","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-25 00:00:00","","A1","RUB","1182022","CL-10160","Клиент 160"
"Z900026350","A2 * D * ( REG92 / V - A )","","230406","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-26 00:00:00","","A1","RUB","408965","CL-10245","Клиент 245"
"Z900026351","SPOT * A","","67444","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-26 00:00:00","","A1","RUB","1184717","CL-10570","Клиент 570"
"Z900026359","( ( K * D + F ) * I * C + L ) * H + X","","233849","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-26 00:00:00","","2","RUB","332941","CL-10250","Клиент 250"
"Z900026362","Y / K * NDS","","160974","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-27 00:00:00","","A1","RUB","1409812","CL-10164","Клиент 164"
"Z900026364","( DISCOUNT * ISO + L ) * USD_RATE - M","","229413","2026-02-01 00:00:00","2026-12-31 00:00:00","2026-01-27 00:00:00","","A1","RUB","953780","CL-10242","Клиент 242"
"Z900026368","SPOT * A","","50632","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-27 00:00:00","","A1","RUB","1188977","CL-10537","Клиент 537"
"Z900026369","RND_X ( ( SPOT_FOB_CHINA_01 * D * AG + F ) * CD * CUR_$ + T + T1 , 2 ) * VAT","","135365","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-27 00:00:00","","A1","RUB","721362","CL-10092","Клиент 092"
"Z900026370","SPOT * A","","50632","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-27 00:00:00","","A1","RUB","1184716","CL-10537","Клиент 537"
"Z900026387","( S * IB ) * K","","11190","2026-01-01 00:00:00","2026-06-30 00:00:00","2026-01-27 00:00:00","","A1","RUB","953780","CL-10019","Клиент 019"
"Z900026391","( ( ( ( ( EUROBOB - D1 ) * K - TFAU ) * K1 + ( FUEL_OIL_INDEX + A ) * K2 ) - D2 ) - X ) * VAT","","143617","2017-04-17 00:00:00","2027-04-16 00:00:00","2026-01-27 00:00:00","","2","RUB","841136","CL-10113","Клиент 113"
"Z900026393","IF ( ( ( CPT_MOSCOW_109 - L ) / H1 ) * D < SPOT , ( ( CPT_MOSCOW_109 - L ) / H1 ) * D , SPOT )","MT0002006","235418","2026-02-01 00:00:00","2027-12-31 00:00:00","2026-01-27 00:00:00","","A1","RUB","","CL-10253","Клиент 253"
"Z900026404","( ( ( ( ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + T ) * C ) * ( I - Y ) + ( P / K + PR ) * Y ) + T1 ) * NDS )","","316224","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-27 00:00:00","","A1","RUB","1602311","CL-10424","Клиент 424"
"Z900026420","( ( ( ( ( SPOT_FOB_CHINA_01 + F ) * AG * CD * CUR_$ + T ) * KC ) + T1 ) * NDS )","","316224","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-28 00:00:00","","A1","RUB","721362","CL-10424","Клиент 424"
"Z900026428","( ( CONTR_FD_NWE_14 * KS + CONTR_DELIVERED_01 * KS2 + SPOTCFR_NEASIA_05 * KS2 ) * ( C / B ) * A + D ) * A2 * T","","296526","2025-09-01 00:00:00","2026-07-31 00:00:00","2026-01-28 00:00:00","","A1","RUB","1566176","CL-10358","Клиент 358"
"Z900026445","( P * CUR_$ * K ) * X","","8859","2026-01-01 00:00:00","2026-12-31 00:00:00","2026-01-28 00:00:00","","A1","RUB","338726","CL-10604","Клиент 604"
"Z900026450","REG92 * K1","","56929","2025-10-01 00:00:00","2027-01-31 00:00:00","2026-01-28 00:00:00","","A1","RUB","1182292","CL-10552","Клиент 552"
"Z900026458","( ( ( ( ( ( E + F + G / T ) * ( I + H ) * CUR_$_₱_M * NDS * ( I + S / D * ( L + M ) ) ) * A ) / NDS ) - P - R ) / Y ) * NDS","","141688","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-01-28 00:00:00","","A1","RUB","227402","CL-10107","Клиент 107"
"Z900026459","( ( ( ( ( ( E + F + G / T ) * ( I + H ) * CUR_$_₱_M * NDS * ( I + S / D * ( L + M ) ) ) * A ) / NDS ) - P - R ) / Y ) * NDS + MP","","141688","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-01-28 00:00:00","","A1","RUB","1370836","CL-10107","Клиент 107"
"Z900026460","( ( ( ( ( ( E + F + G / T ) * ( I + H ) * CUR_$_₱_M * NDS * ( I + S / D * ( L + M ) ) ) * A ) / NDS ) - P - R ) / Y ) * NDS","","49300","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-01-28 00:00:00","","A1","RUB","227402","CL-10535","Клиент 535"
"Z900026461","( ( ( ( ( ( E + F + G / T ) * ( I + H ) * CUR_$_₱_M * NDS * ( I + S / D * ( L + M ) ) ) * A ) / NDS ) - P - R ) / Y ) * NDS + MP","","49300","2025-01-01 00:00:00","2026-12-31 00:00:00","2026-01-28 00:00:00","","A1","RUB","1370836","CL-10535","Клиент 535"
"Z900026490","( ( P - M ) * CUR_$ ) * X","","296539","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-29 00:00:00","","A1","RUB","1182309","CL-10360","Клиент 360"
"Z900026495","( ( P - M ) * CUR_$ ) * X","","296539","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-29 00:00:00","","A1","RUB","1464678","CL-10360","Клиент 360"
"Z900026497","( ( P - M ) * CUR_$ ) * X","","296539","2026-02-01 00:00:00","2027-01-31 00:00:00","2026-01-29 00:00:00","","A1","RUB","1182310","CL-10360","Клиент 360"
